Word,PoS,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,AvrgOfYears,Level.Predicted.RF,Level.Predicted.NN,Level.Predicted.SVM
bake,VERB,1.86E-06,2.09E-06,1.94E-06,1.99E-06,2.06E-06,1.99E-06,2.02E-06,2.09E-06,2.03E-06,2.01E-06,B1,B2,B2
baker,ADJ,2.52E-08,2.69E-08,2.22E-08,2.31E-08,2.62E-08,2.19E-08,2.95E-08,2.43E-08,3.13E-08,2.56E-08,A1,B2,B2
baker,ADP,3.57E-10,1.06E-09,3.99E-10,5.13E-10,6.80E-10,9.71E-10,7.84E-10,8.02E-10,5.13E-10,6.75E-10,A1,A1,Unknown
baker,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
baker,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
baker,DET,4.47E-10,7.05E-10,5.59E-10,2.20E-10,4.08E-10,8.32E-10,1.05E-09,6.17E-10,4.62E-10,5.88E-10,A1,A2,A2
baker,NOUN,1.18E-06,1.28E-06,1.11E-06,1.25E-06,1.34E-06,1.29E-06,1.38E-06,1.38E-06,1.89E-06,1.34E-06,A1,B2,B2
baker,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
baker,VERB,2.14E-09,2.03E-09,2.40E-09,2.20E-09,1.43E-09,1.39E-09,1.76E-09,1.17E-09,1.08E-09,1.73E-09,A1,B2,C1
bakers,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
bakers,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bakers,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bakers,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bakers,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bakers,NOUN,6.10E-07,6.35E-07,5.26E-07,5.25E-07,6.07E-07,5.17E-07,6.39E-07,5.94E-07,6.66E-07,5.91E-07,A1,B2,Unknown
bakers,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bakers,VERB,4.47E-10,8.81E-11,4.79E-10,2.20E-10,2.72E-10,1.39E-10,1.96E-10,2.47E-10,1.03E-10,2.43E-10,C1,B2,C1
bakery,ADJ,3.13E-08,3.78E-08,3.51E-08,3.02E-08,4.13E-08,3.48E-08,3.68E-08,3.40E-08,2.98E-08,3.46E-08,A1,B2,B2
bakery,ADP,2.68E-10,2.64E-10,5.59E-10,7.34E-10,6.80E-11,2.77E-10,3.92E-10,4.32E-10,7.70E-10,4.18E-10,A1,A1,Unknown
bakery,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bakery,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bakery,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bakery,NOUN,1.64E-06,1.73E-06,1.62E-06,1.64E-06,1.73E-06,1.65E-06,1.67E-06,1.55E-06,1.41E-06,1.62E-06,A1,B2,B2
bakery,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bakery,VERB,4.29E-09,4.76E-09,5.03E-09,6.02E-09,3.67E-09,4.51E-09,4.44E-09,3.21E-09,2.87E-09,4.31E-09,A1,B2,B2
balance,ADJ,1.32E-06,1.30E-06,1.22E-06,1.36E-06,1.31E-06,1.30E-06,1.22E-06,1.26E-06,1.02E-06,1.26E-06,B1,B2,B2
balance,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
balance,ADV,4.84E-08,4.11E-08,4.86E-08,4.37E-08,5.56E-08,5.09E-08,5.55E-08,4.59E-08,3.50E-08,4.72E-08,A1,B1,B2
balance,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balance,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balance,NOUN,5.91E-05,5.95E-05,5.84E-05,5.77E-05,5.80E-05,5.88E-05,5.76E-05,5.59E-05,4.86E-05,5.71E-05,A2,B1,A2
balance,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balance,VERB,6.44E-06,6.56E-06,6.60E-06,6.47E-06,6.45E-06,6.52E-06,6.44E-06,6.32E-06,5.61E-06,6.38E-06,B2,B1,B1
balanced,ADJ,1.03E-05,1.02E-05,1.01E-05,9.93E-06,9.78E-06,9.99E-06,9.69E-06,9.27E-06,7.85E-06,9.68E-06,B2,B1,B2
balanced,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
balanced,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
balanced,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balanced,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balanced,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
balanced,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balanced,VERB,6.11E-06,6.01E-06,6.10E-06,5.96E-06,5.89E-06,5.93E-06,5.88E-06,5.78E-06,5.37E-06,5.89E-06,B2,B1,B1
balcony,ADJ,1.78E-08,1.81E-08,2.34E-08,1.82E-08,2.68E-08,2.23E-08,2.07E-08,2.49E-08,2.20E-08,2.16E-08,A1,B2,B2
balcony,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
balcony,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
balcony,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balcony,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balcony,NOUN,4.08E-06,3.93E-06,4.18E-06,4.21E-06,4.53E-06,4.54E-06,4.25E-06,4.46E-06,4.77E-06,4.33E-06,A1,B1,B2
balcony,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balcony,VERB,3.84E-09,4.05E-09,3.43E-09,3.59E-09,2.92E-09,3.12E-09,4.44E-09,3.09E-09,3.64E-09,3.57E-09,A1,B2,C1
bald,ADJ,3.60E-06,3.47E-06,3.43E-06,3.46E-06,3.57E-06,3.55E-06,3.59E-06,3.62E-06,4.13E-06,3.60E-06,B1,B2,B2
bald,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bald,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bald,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bald,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bald,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
bald,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bald,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
ball,ADJ,1.42E-06,1.44E-06,1.32E-06,1.46E-06,1.57E-06,1.54E-06,1.53E-06,1.69E-06,2.15E-06,1.57E-06,B1,B2,B2
ball,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
ball,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
ball,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ball,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ball,NOUN,3.33E-05,3.23E-05,3.44E-05,3.54E-05,3.66E-05,3.52E-05,3.42E-05,3.47E-05,3.53E-05,3.46E-05,A1,A2,A2
ball,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ball,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
ballet,ADJ,1.28E-07,7.00E-08,1.05E-07,7.39E-08,9.85E-08,1.16E-07,9.16E-08,1.13E-07,1.42E-07,1.04E-07,A1,B2,B2
ballet,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
ballet,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
ballet,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ballet,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ballet,NOUN,3.74E-06,3.34E-06,3.98E-06,3.08E-06,3.21E-06,3.74E-06,3.08E-06,3.64E-06,2.62E-06,3.38E-06,B2,B2,B2
ballet,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ballet,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
balloon,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
balloon,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
balloon,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
balloon,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balloon,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balloon,NOUN,6.32E-06,6.04E-06,6.13E-06,6.14E-06,6.05E-06,5.93E-06,6.48E-06,5.62E-06,5.26E-06,6.00E-06,A1,B2,B2
balloon,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
balloon,VERB,9.45E-08,1.03E-07,1.05E-07,1.02E-07,9.47E-08,9.50E-08,9.41E-08,8.19E-08,6.11E-08,9.25E-08,A1,B2,B2
ban,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
ban,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
ban,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
ban,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ban,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ban,NOUN,6.32E-06,6.37E-06,6.14E-06,6.02E-06,5.82E-06,5.94E-06,5.73E-06,5.60E-06,4.78E-06,5.86E-06,A1,B2,B2
ban,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
ban,VERB,1.73E-06,1.84E-06,1.76E-06,1.70E-06,1.74E-06,1.70E-06,1.68E-06,1.63E-06,1.32E-06,1.68E-06,B1,B2,B2
banana,ADJ,1.66E-06,1.58E-06,1.66E-06,1.60E-06,1.55E-06,1.60E-06,1.47E-06,1.48E-06,1.18E-06,1.53E-06,B1,B2,B2
banana,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
banana,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
banana,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banana,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banana,NOUN,2.13E-06,2.12E-06,2.23E-06,2.17E-06,2.11E-06,2.16E-06,2.04E-06,2.03E-06,1.67E-06,2.07E-06,A1,B2,B2
banana,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banana,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
band,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
band,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
band,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
band,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
band,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
band,NOUN,3.98E-05,4.07E-05,4.04E-05,3.95E-05,4.00E-05,4.04E-05,3.92E-05,3.86E-05,3.79E-05,3.96E-05,B1,B1,A2
band,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
band,VERB,3.66E-07,3.71E-07,3.42E-07,3.52E-07,3.40E-07,3.42E-07,3.45E-07,3.46E-07,3.25E-07,3.48E-07,B2,B2,B2
bandage,ADJ,1.14E-08,7.75E-09,7.27E-09,7.41E-09,7.00E-09,9.71E-09,8.23E-09,1.11E-08,8.21E-09,8.68E-09,A1,B2,B2
bandage,ADP,0,1.76E-10,6.39E-10,2.93E-10,6.80E-11,2.08E-10,3.92E-10,6.17E-11,0,2.04E-10,A1,A1,Unknown
bandage,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bandage,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bandage,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bandage,NOUN,1.75E-06,1.63E-06,1.75E-06,1.79E-06,1.87E-06,1.83E-06,1.70E-06,1.75E-06,2.03E-06,1.79E-06,A1,B2,B2
bandage,PRON,4.47E-10,7.93E-10,7.19E-10,3.67E-10,6.12E-10,4.85E-10,2.61E-10,4.32E-10,5.13E-10,5.14E-10,A1,A2,A2
bandage,VERB,8.61E-08,9.01E-08,9.72E-08,9.40E-08,9.89E-08,9.67E-08,9.67E-08,1.05E-07,1.16E-07,9.79E-08,A1,B2,B2
bang,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
bang,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bang,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bang,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bang,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bang,NOUN,2.61E-06,2.50E-06,2.62E-06,2.57E-06,2.67E-06,2.74E-06,2.62E-06,2.78E-06,2.71E-06,2.65E-06,A2,B2,B2
bang,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bang,VERB,4.69E-07,4.56E-07,4.65E-07,4.93E-07,5.01E-07,5.18E-07,4.88E-07,5.12E-07,5.16E-07,4.91E-07,B2,B2,B2
bank,ADJ,1.55E-06,1.54E-06,1.37E-06,1.49E-06,1.56E-06,1.45E-06,1.47E-06,1.73E-06,2.08E-06,1.58E-06,B1,B2,B2
bank,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bank,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bank,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bank,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bank,NOUN,5.63E-05,5.78E-05,5.32E-05,5.50E-05,5.37E-05,5.50E-05,5.16E-05,5.49E-05,5.60E-05,5.48E-05,A2,B1,A2
bank,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bank,VERB,5.55E-07,5.82E-07,5.49E-07,5.87E-07,5.30E-07,5.60E-07,5.37E-07,5.38E-07,5.05E-07,5.49E-07,B2,B2,B2
banking,ADJ,1.78E-07,1.89E-07,1.86E-07,1.93E-07,1.99E-07,2.10E-07,1.94E-07,2.19E-07,2.18E-07,1.99E-07,A1,B2,B2
banking,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
banking,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
banking,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banking,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banking,NOUN,1.53E-05,1.46E-05,1.38E-05,1.34E-05,1.21E-05,1.32E-05,1.22E-05,1.16E-05,9.85E-06,1.29E-05,B2,B2,B1
banking,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banking,VERB,8.22E-07,7.34E-07,7.42E-07,6.87E-07,6.45E-07,7.54E-07,6.66E-07,6.51E-07,5.84E-07,6.99E-07,B2,B2,B2
banker,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
banker,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
banker,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
banker,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banker,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banker,NOUN,3.43E-06,3.29E-06,3.19E-06,3.39E-06,3.46E-06,3.48E-06,3.41E-06,3.71E-06,4.46E-06,3.53E-06,A2,B2,B2
banker,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
banker,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
bankrupt,ADJ,2.66E-06,2.64E-06,2.63E-06,2.93E-06,2.49E-06,2.43E-06,2.45E-06,2.35E-06,2.74E-06,2.59E-06,B1,B2,B2
bankrupt,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bankrupt,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bankrupt,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bankrupt,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bankrupt,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
bankrupt,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bankrupt,VERB,2.33E-07,2.19E-07,2.26E-07,2.35E-07,2.19E-07,2.26E-07,2.35E-07,2.24E-07,2.26E-07,2.27E-07,A1,B2,B2
bankruptcy,ADJ,3.84E-09,3.17E-09,5.59E-09,4.99E-09,3.26E-09,2.50E-09,5.03E-09,4.69E-09,2.87E-09,3.99E-09,A1,B2,B2
bankruptcy,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bankruptcy,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bankruptcy,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bankruptcy,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bankruptcy,NOUN,7.60E-06,9.38E-06,8.87E-06,9.61E-06,7.39E-06,8.25E-06,8.52E-06,8.04E-06,6.56E-06,8.25E-06,B2,B2,B1
bankruptcy,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bankruptcy,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
bar,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
bar,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bar,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bar,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bar,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bar,NOUN,4.39E-05,4.74E-05,4.85E-05,4.75E-05,4.67E-05,4.54E-05,4.30E-05,4.28E-05,4.06E-05,4.51E-05,B1,A2,A2
bar,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bar,VERB,1.47E-06,1.66E-06,1.48E-06,1.48E-06,1.47E-06,1.38E-06,1.35E-06,1.41E-06,1.50E-06,1.47E-06,B1,B2,B2
barbecue,ADJ,5.13E-08,5.59E-08,5.61E-08,5.52E-08,5.34E-08,5.70E-08,4.98E-08,5.18E-08,3.82E-08,5.21E-08,A1,B2,B2
barbecue,ADP,8.04E-10,7.05E-10,7.19E-10,6.60E-10,8.16E-10,9.01E-10,6.53E-10,4.94E-10,4.62E-10,6.90E-10,A1,A1,Unknown
barbecue,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
barbecue,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barbecue,DET,1.79E-10,8.81E-11,7.99E-11,2.93E-10,2.72E-10,2.77E-10,1.31E-10,1.23E-10,1.54E-10,1.77E-10,A1,A2,A2
barbecue,NOUN,1.60E-06,1.61E-06,1.69E-06,1.59E-06,1.70E-06,1.70E-06,1.41E-06,1.44E-06,1.19E-06,1.55E-06,A1,B2,B2
barbecue,PRON,6.26E-10,3.52E-10,4.79E-10,5.13E-10,8.16E-10,1.04E-09,5.23E-10,6.17E-10,9.24E-10,6.54E-10,A1,A2,A2
barbecue,VERB,3.86E-08,3.97E-08,3.87E-08,3.78E-08,4.04E-08,4.21E-08,3.34E-08,3.54E-08,2.92E-08,3.73E-08,A1,B2,B2
barber,ADJ,1.38E-07,1.36E-07,1.37E-07,1.26E-07,1.11E-07,1.22E-07,1.05E-07,1.12E-07,1.10E-07,1.22E-07,A1,B2,B2
barber,ADP,1.70E-09,1.85E-09,1.28E-09,1.47E-09,1.90E-09,1.94E-09,1.57E-09,1.79E-09,1.80E-09,1.70E-09,A1,A1,Unknown
barber,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
barber,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barber,DET,8.31E-09,6.34E-09,5.99E-09,5.36E-09,5.71E-09,4.92E-09,5.42E-09,4.75E-09,4.31E-09,5.68E-09,A1,A2,A1
barber,NOUN,1.62E-06,1.56E-06,1.55E-06,1.69E-06,1.84E-06,1.69E-06,1.64E-06,1.86E-06,2.23E-06,1.74E-06,A1,B2,B2
barber,PRON,1.79E-10,0,7.99E-11,2.20E-10,1.36E-10,2.08E-10,1.96E-10,1.23E-10,2.57E-10,1.55E-10,A1,A2,A2
barber,VERB,5.81E-09,5.37E-09,7.27E-09,4.69E-09,5.37E-09,6.10E-09,4.96E-09,5.55E-09,4.47E-09,5.51E-09,A1,B2,B2
bare,ADJ,1.51E-05,1.49E-05,1.49E-05,1.53E-05,1.64E-05,1.61E-05,1.62E-05,1.79E-05,2.23E-05,1.66E-05,B1,B1,B1
bare,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bare,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bare,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bare,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bare,NOUN,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown
bare,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bare,VERB,6.88E-07,6.77E-07,6.80E-07,7.57E-07,7.99E-07,7.68E-07,8.05E-07,8.56E-07,1.30E-06,8.15E-07,B2,B2,B2
bark,ADJ,3.16E-07,2.61E-07,2.52E-07,2.77E-07,2.96E-07,2.82E-07,4.22E-07,3.32E-07,4.26E-07,3.18E-07,A1,B2,B2
bark,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
bark,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bark,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bark,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bark,NOUN,6.70E-06,6.46E-06,6.00E-06,6.05E-06,6.91E-06,6.27E-06,6.28E-06,7.08E-06,9.35E-06,6.79E-06,A2,B1,B2
bark,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bark,VERB,5.27E-07,5.01E-07,5.04E-07,5.60E-07,5.86E-07,5.91E-07,5.56E-07,6.18E-07,7.17E-07,5.73E-07,B2,B2,B2
barman,ADJ,3.22E-09,3.35E-09,2.48E-09,2.79E-09,3.81E-09,3.12E-09,1.63E-09,2.59E-09,2.36E-09,2.82E-09,A1,B2,B2
barman,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
barman,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
barman,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barman,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barman,NOUN,3.03E-07,3.01E-07,3.13E-07,3.04E-07,3.40E-07,3.79E-07,3.23E-07,3.53E-07,3.18E-07,3.26E-07,A1,B2,Unknown
barman,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barman,VERB,8.94E-11,8.81E-11,1.60E-10,1.47E-10,2.72E-10,2.08E-10,2.61E-10,1.23E-10,9.24E-10,2.52E-10,C1,B2,C1
barn,ADJ,0,0,0,0,0,0,0,0,0,0,C2,B2,B2
barn,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
barn,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
barn,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barn,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barn,NOUN,7.23E-06,7.70E-06,7.98E-06,8.70E-06,8.02E-06,8.39E-06,7.64E-06,7.94E-06,8.91E-06,8.06E-06,A2,B1,B1
barn,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barn,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
barrier,ADJ,2.85E-07,3.06E-07,2.52E-07,2.65E-07,2.32E-07,2.54E-07,2.69E-07,2.62E-07,2.19E-07,2.60E-07,A1,B2,B2
barrier,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
barrier,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
barrier,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barrier,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barrier,NOUN,1.49E-05,1.52E-05,1.48E-05,1.49E-05,1.46E-05,1.55E-05,1.52E-05,1.44E-05,1.27E-05,1.47E-05,B2,B1,B1
barrier,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
barrier,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
bartender,ADJ,7.15E-10,9.69E-10,7.99E-10,5.13E-10,7.48E-10,9.71E-10,6.53E-10,6.17E-10,6.16E-10,7.33E-10,C2,B2,B2
bartender,ADP,1.52E-09,1.23E-09,2.56E-09,1.83E-09,2.31E-09,2.63E-09,2.16E-09,1.30E-09,1.44E-09,1.89E-09,A1,A1,Unknown
bartender,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
bartender,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bartender,DET,4.47E-10,1.76E-10,3.99E-10,3.67E-10,3.40E-10,1.04E-09,3.27E-10,3.09E-10,3.59E-10,4.18E-10,A1,A2,A2
bartender,NOUN,1.66E-06,1.66E-06,1.91E-06,1.94E-06,1.84E-06,2.08E-06,1.83E-06,1.66E-06,1.40E-06,1.78E-06,A1,B2,B2
bartender,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
bartender,VERB,9.83E-10,7.05E-10,8.79E-10,6.60E-10,2.72E-10,9.71E-10,4.57E-10,9.26E-10,4.62E-10,7.02E-10,C1,B2,C1
base,ADJ,9.22E-06,9.43E-06,9.45E-06,9.16E-06,8.78E-06,9.02E-06,8.64E-06,8.10E-06,7.14E-06,8.77E-06,B2,B1,B2
base,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
base,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
base,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
base,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
base,NOUN,7.38E-05,7.25E-05,7.55E-05,7.35E-05,6.93E-05,6.95E-05,6.65E-05,6.51E-05,5.97E-05,6.95E-05,B1,B1,A2
base,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
base,VERB,4.35E-06,4.30E-06,4.26E-06,4.19E-06,4.01E-06,4.12E-06,3.93E-06,3.91E-06,3.48E-06,4.06E-06,B2,B2,B2
baseball,ADJ,1.59E-07,1.62E-07,1.74E-07,1.75E-07,1.94E-07,1.75E-07,1.82E-07,1.69E-07,1.43E-07,1.70E-07,A1,B2,B2
baseball,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
baseball,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
baseball,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
baseball,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
baseball,NOUN,1.23E-05,1.22E-05,1.30E-05,1.30E-05,1.39E-05,1.28E-05,1.22E-05,1.18E-05,9.13E-06,1.23E-05,A2,B1,B1
baseball,PRON,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
baseball,VERB,0,0,0,0,0,0,0,0,0,0,C1,B2,C1
basement,ADJ,2.86E-07,3.13E-07,3.13E-07,2.65E-07,2.74E-07,2.86E-07,2.54E-07,2.52E-07,1.93E-07,2.71E-07,A1,B2,B2
basement,ADP,0,0,0,0,0,0,0,0,0,0,Unknown,A1,Unknown
basement,ADV,0,0,0,0,0,0,0,0,0,0,C2,B1,C1
basement,CONJ,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
basement,DET,0,0,0,0,0,0,0,0,0,0,A2,A2,A2
